geoid,NAME,median,state,county,tract,block group
360670155001,"Block Group 1, Census Tract 155, Onondaga County, New York",40195,36,067,015500,1
360670158003,"Block Group 3, Census Tract 158, Onondaga County, New York",24231,36,067,015800,3
360670160012,"Block Group 2, Census Tract 160.01, Onondaga County, New York",32222,36,067,016001,2
360670164001,"Block Group 1, Census Tract 164, Onondaga County, New York",36898,36,067,016400,1
360670009001,"Block Group 1, Census Tract 9, Onondaga County, New York",27188,36,067,000900,1
360670020002,"Block Group 2, Census Tract 20, Onondaga County, New York",30938,36,067,002000,2
360670058002,"Block Group 2, Census Tract 58, Onondaga County, New York",14318,36,067,005800,2
360670108003,"Block Group 3, Census Tract 108, Onondaga County, New York",38000,36,067,010800,3
360670108004,"Block Group 4, Census Tract 108, Onondaga County, New York",29457,36,067,010800,4
360670133002,"Block Group 2, Census Tract 133, Onondaga County, New York",31914,36,067,013300,2
360670110123,"Block Group 3, Census Tract 110.12, Onondaga County, New York",36758,36,067,011012,3
360670115003,"Block Group 3, Census Tract 115, Onondaga County, New York",54415,36,067,011500,3
360670002001,"Block Group 1, Census Tract 2, Onondaga County, New York",36944,36,067,000200,1
360670046003,"Block Group 3, Census Tract 46, Onondaga County, New York",68618,36,067,004600,3
360670052002,"Block Group 2, Census Tract 52, Onondaga County, New York",25574,36,067,005200,2
360670061032,"Block Group 2, Census Tract 61.03, Onondaga County, New York",36205,36,067,006103,2
360670102002,"Block Group 2, Census Tract 102, Onondaga County, New York",62569,36,067,010200,2
360670121002,"Block Group 2, Census Tract 121, Onondaga County, New York",46439,36,067,012100,2
360670055003,"Block Group 3, Census Tract 55, Onondaga County, New York",25246,36,067,005500,3
360670061021,"Block Group 1, Census Tract 61.02, Onondaga County, New York",,36,067,006102,1
360670112013,"Block Group 3, Census Tract 112.01, Onondaga County, New York",50313,36,067,011201,3
360670017022,"Block Group 2, Census Tract 17.02, Onondaga County, New York",31887,36,067,001702,2
360670036021,"Block Group 1, Census Tract 36.02, Onondaga County, New York",32457,36,067,003602,1
360670050001,"Block Group 1, Census Tract 50, Onondaga County, New York",40464,36,067,005000,1
360670148001,"Block Group 1, Census Tract 148, Onondaga County, New York",37292,36,067,014800,1
360670148003,"Block Group 3, Census Tract 148, Onondaga County, New York",58750,36,067,014800,3
360670163006,"Block Group 6, Census Tract 163, Onondaga County, New York",60096,36,067,016300,6
360670001001,"Block Group 1, Census Tract 1, Onondaga County, New York",73641,36,067,000100,1
360670051001,"Block Group 1, Census Tract 51, Onondaga County, New York",21500,36,067,005100,1
360670167001,"Block Group 1, Census Tract 167, Onondaga County, New York",55221,36,067,016700,1
360670169012,"Block Group 2, Census Tract 169.01, Onondaga County, New York",40605,36,067,016901,2
360670008001,"Block Group 1, Census Tract 8, Onondaga County, New York",35559,36,067,000800,1
360670030001,"Block Group 1, Census Tract 30, Onondaga County, New York",25972,36,067,003000,1
360670032002,"Block Group 2, Census Tract 32, Onondaga County, New York",12639,36,067,003200,2
360670004001,"Block Group 1, Census Tract 4, Onondaga County, New York",39524,36,067,000400,1
360670007001,"Block Group 1, Census Tract 7, Onondaga County, New York",26637,36,067,000700,1
360670010004,"Block Group 4, Census Tract 10, Onondaga County, New York",12759,36,067,001000,4
360670116002,"Block Group 2, Census Tract 116, Onondaga County, New York",34952,36,067,011600,2
360670127001,"Block Group 1, Census Tract 127, Onondaga County, New York",33200,36,067,012700,1
360670144002,"Block Group 2, Census Tract 144, Onondaga County, New York",28828,36,067,014400,2
360670145002,"Block Group 2, Census Tract 145, Onondaga County, New York",34196,36,067,014500,2
360670168011,"Block Group 1, Census Tract 168.01, Onondaga County, New York",38393,36,067,016801,1
360670014003,"Block Group 3, Census Tract 14, Onondaga County, New York",20813,36,067,001400,3
360670130003,"Block Group 3, Census Tract 130, Onondaga County, New York",46528,36,067,013000,3
360670130001,"Block Group 1, Census Tract 130, Onondaga County, New York",36775,36,067,013000,1
360670157004,"Block Group 4, Census Tract 157, Onondaga County, New York",50074,36,067,015700,4
360670128001,"Block Group 1, Census Tract 128, Onondaga County, New York",25543,36,067,012800,1
360670163003,"Block Group 3, Census Tract 163, Onondaga County, New York",,36,067,016300,3
360670021011,"Block Group 1, Census Tract 21.01, Onondaga County, New York",,36,067,002101,1
360670029011,"Block Group 1, Census Tract 29.01, Onondaga County, New York",42778,36,067,002901,1
360670043011,"Block Group 1, Census Tract 43.01, Onondaga County, New York",4004,36,067,004301,1
360670043023,"Block Group 3, Census Tract 43.02, Onondaga County, New York",8651,36,067,004302,3
360670104002,"Block Group 2, Census Tract 104, Onondaga County, New York",68188,36,067,010400,2
360670112014,"Block Group 4, Census Tract 112.01, Onondaga County, New York",30986,36,067,011201,4
360670123001,"Block Group 1, Census Tract 123, Onondaga County, New York",50774,36,067,012300,1
360670137011,"Block Group 1, Census Tract 137.01, Onondaga County, New York",31154,36,067,013701,1
360670137014,"Block Group 4, Census Tract 137.01, Onondaga County, New York",37045,36,067,013701,4
360670150003,"Block Group 3, Census Tract 150, Onondaga County, New York",51917,36,067,015000,3
360670156012,"Block Group 2, Census Tract 156.01, Onondaga County, New York",35898,36,067,015601,2
360670055001,"Block Group 1, Census Tract 55, Onondaga County, New York",21324,36,067,005500,1
360670169011,"Block Group 1, Census Tract 169.01, Onondaga County, New York",41771,36,067,016901,1
